Person.id|Person.id|creationDate
4398046511124|4398046511146|2010-06-10T11:07:29.037+0000
4398046511124|8796093022248|2010-10-01T16:39:06.448+0000
4398046511105|4398046511136|2010-06-18T09:19:08.840+0000
4398046511105|4398046511146|2010-06-13T19:32:53.991+0000
4398046511105|8796093022239|2010-09-14T07:19:55.192+0000
4398046511105|8796093022248|2010-09-29T02:50:26.859+0000
4398046511105|10995116277794|2010-11-25T05:26:02.558+0000
8796093022222|8796093022252|2010-09-13T13:49:20.406+0000
2199023255589|4398046511113|2010-07-03T23:27:19.125+0000
2199023255589|4398046511133|2010-05-31T17:05:56.683+0000
2199023255555|6597069766660|2010-08-07T04:50:17.078+0000
4398046511109|4398046511113|2010-07-02T20:18:32.527+0000
4398046511109|4398046511133|2010-06-26T00:04:08.521+0000
4398046511109|4398046511147|2010-06-30T19:55:23.623+0000
8796093022232|8796093022248|2010-11-11T19:35:15.605+0000
8796093022232|10995116277794|2010-11-16T21:29:13.580+0000
2199023255574|4398046511146|2010-07-03T03:50:42.696+0000
2199023255574|6597069766674|2010-08-01T09:52:42.269+0000
2199023255574|8796093022222|2010-09-25T06:58:26.983+0000
2199023255574|8796093022232|2010-11-05T16:53:49.988+0000
2199023255574|8796093022248|2010-09-30T22:59:50.637+0000
4398046511113|4398046511124|2010-07-07T06:58:37.291+0000
4398046511113|4398046511133|2010-07-04T19:33:32.448+0000
4398046511113|4398046511146|2010-07-18T18:35:39.688+0000
4398046511113|4398046511147|2010-06-28T17:50:52.629+0000
4398046511113|6597069766656|2010-07-17T23:26:29.014+0000
4398046511113|6597069766660|2010-08-15T07:50:42.274+0000
4398046511113|8796093022215|2010-09-03T03:51:57.582+0000
4398046511113|8796093022220|2010-10-11T05:15:25.314+0000
4398046511113|8796093022222|2010-09-25T06:58:26.983+0000
4398046511113|8796093022238|2010-10-04T13:36:39.998+0000
6597069766672|8796093022239|2010-09-15T21:55:17.724+0000
6597069766672|8796093022248|2010-09-12T06:42:43.555+0000
4398046511146|6597069766660|2010-08-15T05:07:34.352+0000
4398046511146|6597069766672|2010-07-26T18:54:33.174+0000
4398046511146|6597069766674|2010-08-12T09:47:26.074+0000
4398046511146|6597069766692|2010-07-27T10:02:07.804+0000
4398046511146|8796093022235|2010-09-12T12:25:16.522+0000
4398046511146|8796093022238|2010-10-01T03:09:10.392+0000
4398046511146|8796093022239|2010-09-11T15:45:49.871+0000
4398046511146|8796093022248|2010-09-16T17:22:48.319+0000
4398046511146|8796093022252|2010-09-02T12:49:48.372+0000
4398046511146|10995116277794|2010-11-24T09:45:29.653+0000
6597069766701|8796093022232|2010-11-03T17:57:08.190+0000
6597069766701|10995116277794|2010-11-22T21:53:50.616+0000
4398046511133|8796093022232|2010-11-04T22:43:00.618+0000
8796093022248|10995116277794|2010-11-12T20:33:48.945+0000
2199023255565|4398046511146|2010-06-14T10:32:34.455+0000
6597069766674|8796093022248|2010-09-13T09:51:30.153+0000
4398046511123|8796093022248|2010-09-16T08:33:31.636+0000
4398046511147|6597069766692|2010-08-03T13:24:32.478+0000
4398046511136|6597069766701|2010-07-25T12:18:55.760+0000
4398046511136|8796093022248|2010-09-11T16:52:07.911+0000
41|2199023255574|2010-04-10T23:02:08.169+0000
41|4398046511113|2010-07-06T04:28:46.240+0000
41|4398046511147|2010-07-02T13:44:22.242+0000
41|6597069766656|2010-07-14T14:18:09.104+0000
41|6597069766660|2010-08-05T23:23:27.570+0000
41|8796093022232|2010-11-08T02:00:25.365+0000
4398046511151|6597069766660|2010-08-05T23:23:27.570+0000
6597069766660|8796093022232|2010-11-02T09:14:42.505+0000
6597069766660|8796093022235|2010-09-16T15:54:25.658+0000
6597069766660|8796093022239|2010-09-06T10:19:44.420+0000
6597069766660|8796093022248|2010-09-18T19:29:03.510+0000
6597069766660|8796093022252|2010-09-03T03:10:57.803+0000
6597069766660|10995116277794|2010-11-14T22:35:55.993+0000
6597069766660|10995116277809|2010-11-25T08:49:10.710+0000
4398046511106|4398046511113|2010-07-10T09:05:43.740+0000
2199023255580|4398046511112|2010-06-11T22:58:06.573+0000
2199023255580|4398046511146|2010-06-14T09:47:52.968+0000
2199023255580|6597069766660|2010-08-24T08:16:00.735+0000
2199023255580|6597069766672|2010-07-16T03:53:30.179+0000
2199023255580|8796093022248|2010-09-08T04:15:03.657+0000
2199023255580|8796093022252|2010-09-19T17:56:03.877+0000
